VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES
PX290601_Employment_State_United States_North Carolina__Members_Unions_Percent_Employed,Labor force statistics for employees in North Carolina. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033403,,,,,
PX290601_Employment_State_United States_North Carolina__Represented_Unions_Total,Labor force statistics for employees in North Carolina. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033404,,,,,
PX290601_Employment_State_United States_North Carolina__Represented_Unions_Percent_Employed,Labor force statistics for employees in North Carolina. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033405,,,,,
PX290601_Employment_State_United States_North Dakota__Total_Employed,Labor force statistics for employees in North Dakota. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033501,,,,,
PX290601_Employment_State_United States_North Dakota__Members_Unions_Total,Labor force statistics for employees in North Dakota. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033502,,,,,
PX290601_Employment_State_United States_North Dakota__Members_Unions_Percent_Employed,Labor force statistics for employees in North Dakota. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033503,,,,,
PX290601_Employment_State_United States_North Dakota__Represented_Unions_Total,Labor force statistics for employees in North Dakota. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033504,,,,,
PX290601_Employment_State_United States_North Dakota__Represented_Unions_Percent_Employed,Labor force statistics for employees in North Dakota. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033505,,,,,
PX290601_Employment_State_United States_Ohio__Total_Employed,Labor force statistics for employees in Ohio. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033601,,,,,
PX290601_Employment_State_United States_Ohio__Members_Unions_Total,Labor force statistics for employees in Ohio. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033602,,,,,
PX290601_Employment_State_United States_Ohio__Members_Unions_Percent_Employed,Labor force statistics for employees in Ohio. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033603,,,,,
PX290601_Employment_State_United States_Ohio__Represented_Unions_Total,Labor force statistics for employees in Ohio. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033604,,,,,
PX290601_Employment_State_United States_Ohio__Represented_Unions_Percent_Employed,Labor force statistics for employees in Ohio. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033605,,,,,
PX290601_Employment_State_United States_Oklahoma__Total_Employed,Labor force statistics for employees in Oklahoma. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033701,,,,,
PX290601_Employment_State_United States_Oklahoma__Members_Unions_Total,Labor force statistics for employees in Oklahoma. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033702,,,,,
PX290601_Employment_State_United States_Oklahoma__Members_Unions_Percent_Employed,Labor force statistics for employees in Oklahoma. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033703,,,,,
PX290601_Employment_State_United States_Oklahoma__Represented_Unions_Total,Labor force statistics for employees in Oklahoma. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033704,,,,,
PX290601_Employment_State_United States_Oklahoma__Represented_Unions_Percent_Employed,Labor force statistics for employees in Oklahoma. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033705,,,,,
PX290601_Employment_State_United States_Oregon__Total_Employed,Labor force statistics for employees in Oregon. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033801,,,,,
PX290601_Employment_State_United States_Oregon__Members_Unions_Total,Labor force statistics for employees in Oregon. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033802,,,,,
PX290601_Employment_State_United States_Oregon__Members_Unions_Percent_Employed,Labor force statistics for employees in Oregon. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033803,,,,,
PX290601_Employment_State_United States_Oregon__Represented_Unions_Total,Labor force statistics for employees in Oregon. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033804,,,,,
PX290601_Employment_State_United States_Oregon__Represented_Unions_Percent_Employed,Labor force statistics for employees in Oregon. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033805,,,,,
PX290601_Employment_State_United States_Pennsylvania__Total_Employed,Labor force statistics for employees in Pennsylvania. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033901,,,,,
PX290601_Employment_State_United States_Pennsylvania__Members_Unions_Total,Labor force statistics for employees in Pennsylvania. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033902,,,,,
PX290601_Employment_State_United States_Pennsylvania__Members_Unions_Percent_Employed,Labor force statistics for employees in Pennsylvania. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033903,,,,,
PX290601_Employment_State_United States_Pennsylvania__Represented_Unions_Total,Labor force statistics for employees in Pennsylvania. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601033904,,,,,
PX290601_Employment_State_United States_Pennsylvania__Represented_Unions_Percent_Employed,Labor force statistics for employees in Pennsylvania. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601033905,,,,,
PX290601_Employment_State_United States_Rhode Island__Total_Employed,Labor force statistics for employees in Rhode Island. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034001,,,,,
PX290601_Employment_State_United States_Rhode Island__Members_Unions_Total,Labor force statistics for employees in Rhode Island. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034002,,,,,
PX290601_Employment_State_United States_Rhode Island__Members_Unions_Percent_Employed,Labor force statistics for employees in Rhode Island. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601034003,,,,,
PX290601_Employment_State_United States_Rhode Island__Represented_Unions_Total,Labor force statistics for employees in Rhode Island. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034004,,,,,
PX290601_Employment_State_United States_Rhode Island__Represented_Unions_Percent_Employed,Labor force statistics for employees in Rhode Island. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601034005,,,,,
PX290601_Employment_State_United States_South Carolina__Total_Employed,Labor force statistics for employees in South Carolina. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034101,,,,,
PX290601_Employment_State_United States_South Carolina__Members_Unions_Total,Labor force statistics for employees in South Carolina. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034102,,,,,
PX290601_Employment_State_United States_South Carolina__Members_Unions_Percent_Employed,Labor force statistics for employees in South Carolina. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601034103,,,,,
PX290601_Employment_State_United States_South Carolina__Represented_Unions_Total,Labor force statistics for employees in South Carolina. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034104,,,,,
PX290601_Employment_State_United States_South Carolina__Represented_Unions_Percent_Employed,Labor force statistics for employees in South Carolina. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601034105,,,,,
PX290601_Employment_State_United States_South Dakota__Total_Employed,Labor force statistics for employees in South Dakota. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034201,,,,,
PX290601_Employment_State_United States_South Dakota__Members_Unions_Total,Labor force statistics for employees in South Dakota. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034202,,,,,
PX290601_Employment_State_United States_South Dakota__Members_Unions_Percent_Employed,Labor force statistics for employees in South Dakota. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601034203,,,,,
PX290601_Employment_State_United States_South Dakota__Represented_Unions_Total,Labor force statistics for employees in South Dakota. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034204,,,,,
PX290601_Employment_State_United States_South Dakota__Represented_Unions_Percent_Employed,Labor force statistics for employees in South Dakota. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601034205,,,,,
PX290601_Employment_State_United States_Tennessee__Total_Employed,Labor force statistics for employees in Tennessee. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034301,,,,,
PX290601_Employment_State_United States_Tennessee__Members_Unions_Total,Labor force statistics for employees in Tennessee. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034302,,,,,
PX290601_Employment_State_United States_Tennessee__Members_Unions_Percent_Employed,Labor force statistics for employees in Tennessee. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601034303,,,,,
PX290601_Employment_State_United States_Tennessee__Represented_Unions_Total,Labor force statistics for employees in Tennessee. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034304,,,,,
PX290601_Employment_State_United States_Tennessee__Represented_Unions_Percent_Employed,Labor force statistics for employees in Tennessee. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601034305,,,,,
PX290601_Employment_State_United States_Texas__Total_Employed,Labor force statistics for employees in Texas. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034401,,,,,
PX290601_Employment_State_United States_Texas__Members_Unions_Total,Labor force statistics for employees in Texas. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034402,,,,,
PX290601_Employment_State_United States_Texas__Members_Unions_Percent_Employed,Labor force statistics for employees in Texas. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601034403,,,,,
PX290601_Employment_State_United States_Texas__Represented_Unions_Total,Labor force statistics for employees in Texas. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034404,,,,,
PX290601_Employment_State_United States_Texas__Represented_Unions_Percent_Employed,Labor force statistics for employees in Texas. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601034405,,,,,
PX290601_Employment_State_United States_Utah__Total_Employed,Labor force statistics for employees in Utah. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034501,,,,,
PX290601_Employment_State_United States_Utah__Members_Unions_Total,Labor force statistics for employees in Utah. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601034502,,,,,
